,pos,words
15362,"Substantiv, feminin",Krebserkrankung
15363,"Substantiv, maskulin",Sachverstand
15364,"Substantiv, maskulin",Auslandseinsatz
15365,"Substantiv, maskulin",Falter
15366,"Substantiv, maskulin",Sportschuetze
15367,"Substantiv, Neutrum",Spiegelbild
15368,"Substantiv, maskulin",Penalty
15369,"Substantiv, maskulin",Weltstar
15370,Adjektiv,exzentrisch
15371,"Substantiv, maskulin",Ruderer
15372,"Substantiv, feminin",Biotechnologie
15373,"Substantiv, maskulin",Jazzmusiker
15374,"Substantiv, feminin",Expertise
15375,"Substantiv, maskulin",Golfklub
15376,"Substantiv, feminin",Jahrestagung
15377,word not found,Kappensitzung
15378,"Substantiv, maskulin",Jugendwart
15379,"['Adjektiv', 'Substantiv, maskulin']",Walliser
15380,"Substantiv, feminin",Wohngemeinschaft
15381,"Substantiv, feminin",Drehscheibe
15382,"Substantiv, feminin",Startelf
15383,Zahlwort,achtzehn
15384,Adjektiv,extremistisch
15385,"Substantiv, feminin",Raumfaehre
15386,"Substantiv, feminin",Bombardierung
15387,"Substantiv, Neutrum",Bauunternehmen
15388,"Substantiv, maskulin",Wochentag
15389,"Substantiv, feminin",Sicherungsverwahrung
15390,"Substantiv, feminin",Naechstenliebe
15391,schwaches Verb,diffamieren
15392,"Substantiv, maskulin",Sechziger
15393,schwaches Verb,emigrieren
15394,"Substantiv, maskulin",Unterzeichner
15395,[],protestiert
15396,schwaches Verb,festmachen
15397,"Substantiv, Neutrum",Glanzlicht
15398,word not found,Straszburger
15399,"substantiviertes Adjektiv, feminin",Betriebsratsvorsitzende
15400,"Substantiv, feminin",Rutsche
15401,schwaches Verb,deprimieren
15402,"Substantiv, maskulin",Doppelsieg
15403,Adjektiv,somalisch
15404,"Substantiv, maskulin",Fortgang
15405,"Substantiv, Neutrum",Adjektiv
15406,,gesungen
15407,schwaches Verb,einbuergern
15408,"Substantiv, feminin",Ratspraesidentschaft
15409,"Substantiv, maskulin",Lebensstandard
15410,[],aktualisiert
15411,Adjektiv,maszgeschneidert
15412,"Substantiv, feminin",Doku
15413,Adjektiv,wahlberechtigt
15414,[],maehen
15415,"Substantiv, Neutrum",Szenarium
15416,"Substantiv, Neutrum",Wasserkraftwerk
15417,"Substantiv, maskulin",Teammanager
15418,"Substantiv, feminin",Ansammlung
15419,Adverb,beisammen
15420,"Substantiv, maskulin",Kuechenchef
15421,"Substantiv, Neutrum",Hinweisschild
15422,"Substantiv, maskulin",Spielzug
15423,Adjektiv,sarkastisch
15424,,tosend
15425,word not found,Uebungsstunde
15426,"Substantiv, feminin",Nordseite
15427,"Substantiv, feminin",Zerschlagung
15428,[],avanciert
15429,Adjektiv,beidseitig
15430,"Substantiv, maskulin",Verhandlungstisch
15431,"['Substantiv, maskulin', 'Substantiv, Neutrum']",Transit
15432,"Substantiv, feminin",Rechtsgrundlage
15433,"Substantiv, maskulin",Vorjahresmonat
15434,"Substantiv, maskulin",Nebeneffekt
15435,"Substantiv, feminin",Tanzschule
15436,[],angepeilt
15437,"Substantiv, maskulin",Befreiungsschlag
15438,Adjektiv,gewaltbereit
15439,"Substantiv, Neutrum",Tonband
15440,,vorhergehend
15441,"Substantiv, maskulin",Senf
15442,Adverb,phasenweise
15443,"Substantiv, feminin",Mietwohnung
15444,"Substantiv, maskulin",Stipendiat
15445,"Substantiv, maskulin",Pfahl
15446,"Substantiv, maskulin",Bauplan
15447,"Substantiv, maskulin",Karnevalsverein
15448,"Substantiv, Neutrum",Woertchen
15449,"Substantiv, maskulin",Groszeinsatz
15450,schwaches Verb,kontaktieren
15451,schwaches Verb,draengeln
15452,Adjektiv,sukzessiv
15453,Zahlwort,zweihundert
15454,Adjektiv,steinig
15455,"substantiviertes Adjektiv, maskulin",Beauftragter
15456,"Substantiv, feminin",Feinheit
15457,"Substantiv, feminin",Hoechstleistung
15458,Adjektiv,plakativ
15459,"Substantiv, maskulin",Benziner
15460,"Substantiv, maskulin",Immigrant
15461,"Substantiv, maskulin",Aufenthaltsort
15462,[],Ferienspiel
15463,"Substantiv, maskulin",Fiedler
15464,"Substantiv, maskulin",Firmensitz
15465,"Substantiv, maskulin",Titeltraeger
15466,"Substantiv, feminin",Schulbank
15467,schwaches Verb,zusammenfuegen
15468,"Substantiv, maskulin",Mordfall
15469,"Substantiv, feminin",Fangemeinde
15470,"Substantiv, feminin",Waehlerstimme
15471,"Substantiv, feminin",Teuerung
15472,"Substantiv, feminin",Kastanie
15473,"Substantiv, maskulin",Stadtwald
15474,"Substantiv, maskulin",Militaerdienst
15475,Adjektiv,lebenswichtig
15476,schwaches Verb,vortaeuschen
15477,"Substantiv, feminin",Wassermasse
15478,"Substantiv, maskulin",Asteroid
15479,"Substantiv, maskulin",Dunst
15480,Adjektiv,marin
15481,Adverb,mitnichten
15482,"Substantiv, feminin",Selektion
15483,"Substantiv, feminin",Spionage
15484,"Substantiv, feminin",Steinzeit
15485,"Substantiv, feminin",Wohnanlage
15486,"['Substantiv, feminin, oder Substantiv, Neutrum', 'Substantiv, maskulin']",Tram
15487,Adjektiv,bronzen
15488,Adverb,einstweilen
15489,,abgebrochen
15490,"Substantiv, Neutrum",Empfinden
15491,Adjektiv,fies
15492,Adjektiv,kommunikativ
15493,"Substantiv, Neutrum",Geburtstagskind
15494,Adjektiv,knifflig
15495,word not found,Baumgarten
15496,"['Adverb', 'Präposition']",unterhalb
15497,"['Substantiv, feminin', 'Substantiv, Neutrum', 'Substantiv, maskulin']",Korpus
15498,"Substantiv, maskulin",Support
15499,"Substantiv, feminin",Fehlentscheidung
15500,"['Substantiv, feminin', 'Eigenname', 'Substantiv, feminin']",Locke
15501,Adjektiv,lebenswert
15502,"Substantiv, feminin",Veraergerung
15503,"Substantiv, maskulin",Seitenhieb
15504,"substantiviertes Adjektiv, feminin",Geschworene
15505,"Substantiv, maskulin",Wirkungsgrad
15506,"Substantiv, maskulin",Bankrott
15507,unregelmäßiges Verb,abbrennen
15508,Adverb,zweifelsohne
15509,"Substantiv, maskulin",Einsendeschluss
15510,schwaches Verb,benachrichtigen
15511,"Substantiv, feminin",Politikwissenschaft
15512,schwaches Verb,kranken
15513,schwaches Verb,schultern
15514,[],Groszes
15515,"['Substantiv, maskulin, oder Substantiv, Neutrum', 'Substantiv, Neutrum']",Riff
15516,"Substantiv, feminin",Bakterie
15517,Adjektiv,streitbar
15518,"Substantiv, maskulin",Weltmeistertitel
15519,Pluralwort,Osterferien
15520,Adjektiv,zweigeschossig
15521,schwaches Verb,ausforschen
15522,"Substantiv, maskulin",Osterhase
15523,schwaches Verb,korrespondieren
15524,schwaches Verb,abschleppen
15525,schwaches Verb,vorzeigen
15526,"Substantiv, maskulin",Harm
15527,"Substantiv, feminin",Eishalle
15528,"Substantiv, Neutrum",Kinn
15529,schwaches Verb,hageln
15530,"Substantiv, maskulin",Geiselnehmer
15531,schwaches Verb,hantieren
15532,"Substantiv, maskulin",Konzernumsatz
15533,[],Koelsch
15534,Adjektiv,Wormser
15535,"Substantiv, feminin",Rotation
15536,Adjektiv,lebenslaenglich
15537,"Substantiv, Neutrum",Messgeraet
15538,"Substantiv, maskulin",Bahnchef
15539,"Substantiv, Neutrum",Elektrizitaetswerk
15540,"substantiviertes Adjektiv, feminin",Gleichstellungsbeauftragte
15541,"Substantiv, maskulin",Landgraf
15542,"Substantiv, maskulin",Geldautomat
15543,Adjektiv,uebergewichtig
15544,"Substantiv, feminin",Duerre
15545,schwaches Verb,verfaelschen
15546,starkes Verb,zusammenstoszen
15547,"['Substantiv, maskulin', 'Substantiv, maskulin']",Meiler
15548,"['Adjektiv', 'Substantiv, maskulin']",Oldenburger
15549,Adjektiv,schau
15550,"Substantiv, feminin",Beifahrerin
15551,"Substantiv, feminin",Agrarpolitik
15552,"Substantiv, maskulin",Jeep
15553,"Substantiv, feminin",Unachtsamkeit
15554,"Substantiv, maskulin",Praktikant
15555,schwaches Verb,zehren
15556,"Substantiv, maskulin",Rebound
15557,"Substantiv, maskulin",Blickfang
15558,"Substantiv, maskulin",Bundesgeschaeftsfuehrer
15559,Adjektiv,erwerbslos
15560,Adjektiv,leblos
15561,[],Kleider
15562,"Substantiv, maskulin",Ansporn
15563,"Substantiv, Neutrum",Heimweh
15564,"Substantiv, maskulin",Massenmord
15565,"Substantiv, feminin",Sozialarbeiterin
15566,"Substantiv, maskulin",Straszenzug
15567,"Substantiv, feminin",Schwalbe
15568,"Substantiv, maskulin",Breitensport
15569,,hinterm
15570,Adjektiv,ratsam
15571,Adjektiv,sterblich
15572,"Substantiv, maskulin",Busbahnhof
15573,"Substantiv, Neutrum",Kennwort
15574,Adjektiv,steril
15575,"Substantiv, feminin",Verkehrsberuhigung
15576,schwaches Verb,durchmachen
15577,Adverb,empor
15578,"['Substantiv, maskulin', 'Substantiv, feminin']",Kanon
15579,"Substantiv, maskulin",Kober
15580,Adjektiv,klassizistisch
15581,"Substantiv, feminin",Musikgeschichte
15582,"Substantiv, feminin",Regierungstruppe
15583,Adjektiv,standesgemaesz
15584,unregelmäßiges Verb,vertun
15585,[],prognostiziert
15586,"Substantiv, feminin",Bohrung
15587,"Substantiv, feminin",Demontage
15588,"Substantiv, feminin",Fotovoltaik
15589,Adjektiv,kundig
15590,"Substantiv, feminin",Instandhaltung
15591,,begangen
15592,word not found,groszangelegt
15593,Adjektiv,loesbar
15594,Adjektiv,dokumentarisch
15595,"Substantiv, maskulin",Hauptausschuss
15596,"Substantiv, feminin",Bundesversammlung
15597,"Substantiv, feminin",Kreatur
15598,"Substantiv, feminin",Einbahnstrasze
15599,word not found,Windhag
15600,"Substantiv, maskulin",Johanniter
15601,"Substantiv, maskulin",Primus
15602,schwaches Verb,trumpfen
15603,Adjektiv,beschwerlich
15604,"Substantiv, maskulin",Chemiekonzern
15605,"Substantiv, maskulin",Matrose
15606,"Substantiv, Neutrum",Regenwasser
15607,"Substantiv, feminin",Ueberlebenschance
15608,"Substantiv, maskulin",Tagesausflug
15609,"Substantiv, maskulin",Egoismus
15610,Adjektiv,entlegen
15611,starkes Verb,wegkommen
15612,schwaches Verb,kapitulieren
15613,"Substantiv, maskulin",Verkaufspreis
15614,"Substantiv, maskulin",Client
15615,starkes Verb,einschleichen
15616,starkes Verb,wiedersehen
15617,"Substantiv, maskulin",Dechant
15618,"Substantiv, maskulin",Sinto
15619,"Substantiv, feminin",Projektwoche
15620,"Substantiv, maskulin",Elternbeirat
15621,Adjektiv,innerdeutsch
15622,"['Eigenname', 'Substantiv, maskulin']",Gent
15623,"Substantiv, feminin",Hiobsbotschaft
15624,"Substantiv, maskulin",Jammer
15625,"Substantiv, feminin",Verdraengung
15626,"Substantiv, feminin",Auslage
15627,"Substantiv, feminin",Beanstandung
15628,"substantiviertes Adjektiv, feminin",Berufstaetige
15629,schwaches Verb,kauen
15630,unregelmäßiges Verb,weggehen
15631,[],begegnet
15632,"Substantiv, Neutrum",Tanztheater
15633,"Substantiv, Neutrum",Autofahren
15634,starkes Verb,verkneifen
15635,"Substantiv, maskulin",Stadtplaner
15636,"Substantiv, feminin",Spanne
15637,Adjektiv,konzeptionell
15638,schwaches Verb,morden
15639,"Substantiv, maskulin",Stadtchef
15640,"Substantiv, Neutrum",Videospiel
15641,Adverb,einstmals
15642,"Substantiv, feminin",Lungenentzuendung
15643,Adjektiv,auszergerichtlich
15644,"Substantiv, maskulin",Gehsteig
15645,"Substantiv, feminin",Grundsteinlegung
15646,"Substantiv, maskulin",Flamenco
15647,schwaches Verb,straeuben
15648,"['Substantiv, maskulin', 'Substantiv, maskulin']",Buddha
15649,[],vorgenommen
15650,Adjektiv,klimatisch
15651,"Substantiv, maskulin",Logos
15652,"Substantiv, maskulin",Verhandlungsfuehrer
15653,"Substantiv, feminin",Beschimpfung
15654,"Substantiv, feminin",Wurz
15655,"Substantiv, feminin",Korrespondenz
15656,Adjektiv,unbedenklich
15657,schwaches Verb,anspielen
15658,"Substantiv, maskulin",Ligist
15659,"Substantiv, feminin",Isolierung
15660,Adverb,phasenweise
15661,"['Substantiv, feminin', 'Substantiv, maskulin']",Kapo
15662,schwaches Verb,abarbeiten
15663,Adjektiv,drogenabhaengig
15664,"Substantiv, feminin",Forelle
15665,"Substantiv, feminin",Lokalseite
15666,"Substantiv, feminin",Zulage
15667,"Substantiv, Neutrum",Fingerspitzengefuehl
15668,"Substantiv, feminin",Luke
15669,schwaches Verb,revanchieren
15670,"Substantiv, maskulin",Tross
15671,Adjektiv,sprachlos
15672,"['Substantiv, feminin', 'Substantiv, feminin']",Elster
15673,"Substantiv, maskulin",Stachel
15674,"Substantiv, feminin",Nutzflaeche
15675,"Substantiv, feminin",Koproduktion
15676,Adjektiv,tatenlos
15677,Adjektiv,uneinheitlich
15678,schwaches Verb,schaukeln
15679,"Substantiv, maskulin",Urin
15680,"Substantiv, Neutrum",Rugby
15681,schwaches Verb,budgetieren
15682,Adjektiv,ungut
15683,word not found,Hauptmarkt
15684,"Substantiv, maskulin",Ahn
15685,"Substantiv, maskulin",Jungunternehmer
15686,unregelmäßiges Verb,entgegenbringen
15687,[],Erzaehlen
15688,"['Substantiv, maskulin', 'Substantiv ohne Artikel']",Nordwest
15689,"Substantiv, feminin",Ausscheidung
15690,"Substantiv, feminin",Hochstrasze
15691,"Substantiv, feminin",Sprengung
15692,Adjektiv,uninteressant
15693,"Substantiv, feminin",Profiliga
15694,schwaches Verb,abtransportieren
15695,"Substantiv, Neutrum",Vollgas
15696,"Substantiv, feminin",Fachtagung
15697,"Substantiv, Neutrum",Fossil
15698,Adverb,vorsichtshalber
15699,"Substantiv, Neutrum",Steuerrecht
15700,schwaches Verb,vorruecken
15701,Adjektiv,privilegiert
15702,Adverb,postwendend
15703,"Substantiv, maskulin",Generalstab
15704,"Substantiv, maskulin",Initiant
15705,"Substantiv, feminin",Sinnlichkeit
15706,"Substantiv, maskulin",Stoerfall
15707,"Substantiv, feminin",Kreuzfahrt
15708,"Substantiv, maskulin",Kurswechsel
15709,schwaches Verb,assoziieren
15710,"Substantiv, maskulin",Gesetzesentwurf
15711,"Substantiv, Neutrum",Kopfzerbrechen
15712,Adjektiv,partiell
15713,"Substantiv, Neutrum",Missgeschick
15714,"Substantiv, Neutrum",Bergland
15715,"Substantiv, maskulin",Kelte
15716,"Substantiv, maskulin",Refrain
15717,unregelmäßiges Verb,zuerkennen
15718,"Substantiv, feminin",Buergerbeteiligung
15719,[],Niederoesterreicher
15720,Adjektiv,bezaubernd
15721,"Substantiv, maskulin",Kreuzweg
15722,"Substantiv, maskulin",Plural
15723,"Substantiv, Neutrum",Zusammenwirken
15724,starkes Verb,hinauslaufen
15725,schwaches Verb,belaecheln
15726,"Substantiv, Neutrum",Treppchen
15727,starkes Verb,zusammenschlagen
15728,Adjektiv,rituell
15729,Adjektiv,meisterhaft
15730,"Substantiv, feminin",Patrouille
15731,"Substantiv, maskulin",Sonderzug
15732,"Substantiv, maskulin",Stiel
15733,[],gepanzert
15734,"Substantiv, feminin",Heimreise
15735,"Substantiv, feminin",Reisegruppe
15736,Adjektiv,unschlagbar
15737,schwaches Verb,berauschen
15738,"Substantiv, maskulin",Dachstuhl
15739,schwaches Verb,buhlen
15740,"Substantiv, maskulin",Chefcoach
15741,"Substantiv, feminin",Verwaltungseinheit
15742,"Substantiv, maskulin",Wegbereiter
15743,"Substantiv, feminin",Leitstelle
15744,"Substantiv, feminin",Destination
15745,"Substantiv, feminin",Spielpraxis
15746,schwaches Verb,brassen
15747,"['Substantiv, maskulin', 'Substantiv, maskulin', 'Substantiv, maskulin']",Kadett
15748,"Substantiv, maskulin",Grundeigentuemer
15749,Adjektiv,unwiderstehlich
15750,[],krippen
15751,Pluralwort,Sprachkenntnisse
15752,Adjektiv,zielgerichtet
15753,"Substantiv, maskulin",Liberalismus
15754,word not found,Skiklub
15755,"Substantiv, feminin",Rebsorte
15756,"Substantiv, feminin",Fachmesse
15757,Adjektiv,venezianisch
15758,"Substantiv, Neutrum",Arbeitsleben
15759,,alledem
15760,"Substantiv, feminin",Burgruine
15761,"Substantiv, Neutrum",Olivenoel
15762,"Substantiv, Neutrum",Erntedankfest
15763,[],jubelnd
15764,"Substantiv, maskulin",Auslaeufer
15765,[],veranlasst
15766,"Substantiv, feminin",Identifizierung
15767,"Substantiv, feminin",Umgehungsstrasze
15768,"substantiviertes Adjektiv, feminin",Asylsuchende
15769,Adjektiv,vertrauensvoll
15770,"Substantiv, maskulin",Matchwinner
15771,schwaches Verb,imitieren
15772,"Substantiv, maskulin",Zerstoerer
15773,"Substantiv, maskulin",Baustopp
15774,schwaches Verb,eintauschen
15775,"Substantiv, maskulin",Freak
15776,Adjektiv,futuristisch
15777,Pluralwort,Finanzmittel
15778,"Substantiv, maskulin",Baudezernent
15779,"Substantiv, maskulin",Buckel
15780,Adjektiv,gemaechlich
15781,"Substantiv, Neutrum",Rechtsmittel
15782,Adjektiv,dienstlich
15783,[],glitzernd
15784,"Substantiv, feminin",Verflechtung
15785,"Substantiv, Neutrum",Investitionsprogramm
15786,"Substantiv, feminin",Spezialeinheit
15787,"['Substantiv, maskulin', 'None']",Soli
15788,"['Substantiv, Neutrum', 'Substantiv, maskulin']",Zink
15789,"Substantiv, maskulin",Zopf
15790,"Substantiv, maskulin",Juwelier
15791,[],konstruiert
15792,Adjektiv,untrennbar
15793,Adjektiv,pazifisch
15794,"Substantiv, maskulin",Gips
15795,"Substantiv, feminin",Waermedaemmung
15796,Adjektiv,sozialversicherungspflichtig
15797,schwaches Verb,hehlen
15798,"Substantiv, maskulin",Wirtschaftswissenschaftler
15799,"Substantiv, maskulin",Buchautor
15800,Adjektiv,eigenhaendig
15801,"Substantiv, Neutrum",Koerpergewicht
15802,"Substantiv, maskulin",Stromverbrauch
15803,[],abgerufen
15804,Adjektiv,belastbar
15805,"Substantiv, feminin",Gleichgueltigkeit
15806,"Substantiv, Neutrum",Epos
15807,Adjektiv,gries
15808,"Substantiv, feminin",Neuausrichtung
15809,"Substantiv, feminin",Schnellstrasze
15810,"Substantiv, feminin",Befruchtung
15811,Adjektiv,unentwegt
15812,"Substantiv, Neutrum",Berufsbild
15813,"Substantiv, feminin",Blockfloete
15814,"Substantiv, Neutrum",Gastgewerbe
15815,"Substantiv, Neutrum",Verkehrsamt
15816,"Substantiv, feminin",Verleumdung
15817,"Substantiv, maskulin",Einwurf
15818,"['Adjektiv', 'None']",gewesen
15819,schwaches Verb,ueberfuellen
15820,schwaches Verb,vererben
15821,"Substantiv, maskulin",Abruf
15822,"Substantiv, maskulin",Tonfall
15823,[],eingestuft
15824,"Substantiv, maskulin",Regenschirm
15825,"Substantiv, maskulin",Firmengruender
15826,Adjektiv,kultiviert
15827,schwaches Verb,berichtigen
15828,schwaches Verb,angeln
15829,[],Kreisebene
15830,"Substantiv, feminin",Sprechzeit
15831,[],geglaubt
15832,"Substantiv, feminin",Ueberschreitung
15833,"Substantiv, maskulin",Netzbetreiber
15834,"Substantiv, maskulin",Terminus
15835,"Substantiv, maskulin",Hauer
15836,[],Saengerkreis
15837,"Substantiv, feminin",Baracke
15838,schwaches Verb,harmonieren
15839,"Substantiv, maskulin",Torerfolg
15840,schwaches Verb,aufbessern
15841,Adjektiv,dunkelblau
15842,[],verlobt
15843,"Substantiv, feminin",Nachhilfe
15844,schwaches Verb,zischen
15845,"Substantiv, feminin",Windschutzscheibe
15846,"Substantiv, feminin",Herberge
15847,"Substantiv, Neutrum",Haendchen
15848,schwaches Verb,schillern
15849,"Substantiv, feminin",Erzdioezese
15850,"['Adjektiv', 'Substantiv, maskulin']",Amsterdamer
15851,"Substantiv, Neutrum",Geburtsdatum
15852,[],ueberdecken
15853,"Substantiv, feminin",Koechin
15854,schwaches Verb,erhaerten
15855,schwaches Verb,dopen
15856,Adjektiv,reaktionaer
15857,"Substantiv, Neutrum",Mikrogramm
15858,"Substantiv, feminin",Begehung
15859,[],notleidend
15860,"Substantiv, feminin",Geburtsstadt
15861,"Substantiv, Neutrum",Haushaltsdefizit
15862,Adjektiv,mitteleuropaeisch
15863,"Substantiv, feminin",Vermehrung
15864,"Substantiv, Neutrum",Edelweisz
15865,"Substantiv, maskulin",Arbeitsunfall
15866,"Substantiv, maskulin",Nachrichtensender
15867,"Substantiv, Neutrum",Cembalo
15868,schwaches Verb,ausbessern
15869,"Substantiv, maskulin",Suendenbock
15870,"Substantiv, Neutrum",Uebernahmeangebot
15871,Adjektiv,uebersetzt
15872,Adjektiv,publizistisch
15873,"Substantiv, maskulin",Radius
15874,"Substantiv, feminin",Fete
15875,"Substantiv, feminin",Wespe
15876,Adjektiv,grimmig
15877,"Substantiv, Neutrum",Alibi
15878,starkes Verb,anpreisen
15879,schwaches Verb,abraeumen
15880,"Substantiv, feminin",Bausparkasse
15881,"Substantiv, maskulin",Hanseat
15882,Adjektiv,unbehelligt
15883,"['schwaches Verb', 'schwaches Verb']",durchleuchten
15884,[],vereinfacht
15885,Adjektiv,distanziert
15886,"Substantiv, feminin",Monografie
15887,"Substantiv, feminin",Windkraft
15888,schwaches Verb,abaendern
15889,"Substantiv, maskulin",Selbstmordanschlag
15890,"Substantiv, feminin",Wahlniederlage
15891,Adjektiv,sunnitisch
15892,"Substantiv, maskulin",Eigner
15893,"Substantiv, maskulin",Kultursenator
15894,"Substantiv, feminin",Verunreinigung
15895,"Substantiv, Neutrum",Omen
15896,"Substantiv, feminin",Besitzung
15897,"Substantiv, maskulin",Ehegatte
15898,"Substantiv, maskulin",Ortsrand
15899,"Substantiv, feminin",Symbiose
15900,Adjektiv,uebergrosz
15901,starkes Verb,einfliegen
15902,"Substantiv, maskulin",Stromkonzern
15903,"Substantiv, feminin",Marge
15904,"Substantiv, maskulin, oder Substantiv, Neutrum",Pardon
15905,"Substantiv, feminin",Geldwaesche
15906,"Substantiv, Neutrum",Kongresszentrum
15907,"Substantiv, feminin",Beschlussfassung
15908,"Substantiv, maskulin",Bautraeger
15909,"Substantiv, maskulin",Zuseher
15910,"Substantiv, feminin",Spielvereinigung
15911,"Substantiv, Neutrum",Puzzle
15912,"Substantiv, feminin",Nachwuchsarbeit
15913,schwaches Verb,herabsetzen
15914,"Substantiv, feminin",Motorhaube
15915,Adjektiv,unstrittig
15916,Adjektiv,geplagt
15917,Adjektiv,sittlich
15918,schwaches Verb,klassifizieren
15919,Adjektiv,liebenswuerdig
15920,"Substantiv, Neutrum",Innenleben
15921,Adjektiv,karibisch
15922,"Substantiv, feminin",Verschwendung
15923,Adjektiv,luxemburgisch
15924,"Substantiv, maskulin",Trupp
15925,"Substantiv, maskulin, oder Substantiv, Neutrum",Auszenbereich
15926,"Substantiv, feminin",Sommerzeit
15927,Adjektiv,eifersuechtig
15928,"Substantiv, maskulin",Goalgetter
15929,"Substantiv, feminin",Jahrgangsstufe
15930,"Substantiv, feminin",Informationstechnik
15931,Adjektiv,erbaermlich
15932,"Substantiv, maskulin",Greif
15933,unregelmäßiges Verb,vorbeiziehen
15934,"Substantiv, maskulin",Drogenkonsum
15935,"Substantiv, feminin",Tochterfirma
15936,"Substantiv, Neutrum",Eingestaendnis
15937,[],Jogurt
15938,"Substantiv, maskulin",Alkoholeinfluss
15939,schwaches Verb,blamieren
15940,[],gestuetzt
15941,schwaches Verb,anreichern
15942,Adverb,partout
15943,"Substantiv, feminin",Klippe
15944,"Substantiv, feminin",Ausschuettung
15945,"Substantiv, maskulin",Privathaushalt
15946,[],erbracht
15947,"substantiviertes Adjektiv, feminin",Frauenbeauftragte
15948,"Substantiv, feminin",Startnummer
15949,"Substantiv, feminin",Bescherung
15950,"Substantiv, maskulin",Leopard
15951,"Substantiv, maskulin",Straszenname
15952,"Substantiv, maskulin",Neustart
15953,word not found,Gemeindevertreter
15954,schwaches Verb,sinnieren
15955,[],publiziert
15956,"Substantiv, maskulin",Kernpunkt
15957,"Substantiv, maskulin",Kassier
15958,"Substantiv, feminin",Grundversorgung
15959,Adjektiv,behilflich
15960,"Substantiv, feminin",Bundesvereinigung
15961,"Substantiv, feminin",Knute
15962,"Substantiv, Neutrum",Musikvideo
15963,"Substantiv, maskulin",Vietnamese
15964,schwaches Verb,auslosen
15965,"Substantiv, feminin",Radioaktivitaet
15966,"Substantiv, feminin",Compagnie
15967,[],Spielabschnitt
15968,"Substantiv, Neutrum",Eintrittsgeld
15969,"Substantiv, feminin",Kolonne
15970,schwaches Verb,abhoeren
15971,"Substantiv, maskulin",Hilfsdienst
15972,"Substantiv, Neutrum",Allegro
15973,[],modifiziert
15974,"['Substantiv, feminin', 'Substantiv, Neutrum, oder Substantiv, feminin']",Partikel
15975,"Substantiv, maskulin",Einschlag
15976,"Substantiv, Neutrum",Unkraut
15977,"Substantiv, maskulin",Langlaeufer
15978,Adjektiv,vorschnell
15979,"Substantiv, feminin",Einfachheit
15980,"Substantiv, maskulin",Statist
15981,"Substantiv, feminin",Verantwortlichkeit
15982,"Substantiv, maskulin",Medienkonzern
15983,"Substantiv, feminin",Titelrolle
15984,"Substantiv, Neutrum",Tagesthema
15985,"Substantiv, maskulin",Besatzer
15986,Adjektiv,penibel
15987,Adjektiv,wegweisend
15988,schwaches Verb,geiszeln
15989,"Substantiv, feminin",Ungleichheit
15990,"Substantiv, feminin",Arbeitslosenhilfe
15991,"Substantiv, maskulin",Filmproduzent
15992,"Substantiv, feminin",Narbe
15993,"Substantiv, maskulin",Springreiter
15994,"Substantiv, feminin",Schutzmasznahme
15995,schwaches Verb,florieren
15996,"Substantiv, feminin",Gabel
15997,schwaches Verb,manifestieren
15998,"Substantiv, feminin",Marionette
15999,"Substantiv, maskulin",Vertragspartner
16000,"['Adjektiv', 'Substantiv, maskulin']",Binger
16001,"Substantiv, feminin",Eurozone
16002,"Substantiv, Neutrum",Bankhaus
16003,"Substantiv, maskulin",Pflegedienst
16004,Adjektiv,geschmeidig
16005,"Substantiv, feminin",Rage
16006,word not found,Landessportbund
16007,unregelmäßiges Verb,ausbrennen
16008,"Substantiv, feminin",Schattenseite
16009,"Substantiv, Neutrum",Fernsehgeraet
16010,"Substantiv, feminin",Altersversorgung
16011,"Substantiv, Neutrum",Orgelkonzert
16012,schwaches Verb,ausgrenzen
16013,"Substantiv, feminin",Kuenstlergruppe
16014,"Substantiv, maskulin",Taler
16015,schwaches Verb,stimulieren
16016,"Substantiv, feminin",Nachwelt
16017,Adjektiv,artgerecht
16018,word not found,Tabellennachbar
16019,"Substantiv, maskulin",Deutschlandfunk
16020,"Substantiv, feminin",Erarbeitung
16021,"Substantiv, maskulin",Kirchenvorstand
16022,"Substantiv, maskulin",Wahlbezirk
16023,Adjektiv,dreiwoechig
16024,"Substantiv, feminin",Haftanstalt
16025,"Substantiv, feminin",Sicherheitslage
16026,"Substantiv, Neutrum",Elterngeld
16027,"substantiviertes Adjektiv, feminin",Alleinstehende
16028,"Substantiv, feminin",Loipe
16029,"Substantiv, feminin",Mitschuld
16030,schwaches Verb,nachschauen
16031,Adjektiv,sachkundig
16032,"Substantiv, maskulin",Torpedo
16033,schwaches Verb,anberaumen
16034,"Substantiv, maskulin",Naehrstoff
16035,"Substantiv, maskulin",Kreisausschuss
16036,"Substantiv, maskulin",Cellist
16037,Adjektiv,sonntaeglich
16038,"Substantiv, Neutrum",Faltblatt
16039,"Substantiv, feminin",Suchaktion
16040,"Substantiv, feminin",Tageskarte
16041,Adjektiv,respektvoll
16042,"Substantiv, feminin",Marmelade
16043,Adjektiv,ermaeszigt
16044,Adjektiv,mutwillig
16045,word not found,Gesundheitszentrum
16046,"Substantiv, feminin",Hintertuer
16047,Adjektiv,esoterisch
16048,"Substantiv, feminin",Stadtplanung
16049,"Substantiv, maskulin",Anziehungspunkt
16050,"Substantiv, feminin",Altersteilzeit
16051,"Substantiv, maskulin",Tagessatz
16052,"Substantiv, maskulin",Ohrwurm
